movie_title,color,director_name,actor_2_name,gross,genres,actor_1_name,movie_imdb_link,language,country,budget,title_year,movie_facebook_likes
Space Battleship Yamato ,Color,Takashi Yamazaki,Meisa Kuroki,,Action|Adventure|Drama|Sci-Fi,Takuya Kimura,http://www.imdb.com/title/tt1477109/?ref_=fn_tt_tt_1,Japanese,Japan,12000000,2010,0
5 Days of War ,Color,Renny Harlin,Kenneth Cranham,17149,Action|Drama|War,Richard Coyle,http://www.imdb.com/title/tt1486193/?ref_=fn_tt_tt_1,English,Georgia,20000000,2011,0
Triangle ,Color,Christopher Smith,Michael Dorman,,Fantasy|Mystery|Thriller,Rachael Carpani,http://www.imdb.com/title/tt1187064/?ref_=fn_tt_tt_1,English,UK,12000000,2009,13000
10 Days in a Madhouse ,Color,Timothy Hines,Kelly LeBrock,14616,Drama,Christopher Lambert,http://www.imdb.com/title/tt3453052/?ref_=fn_tt_tt_1,English,USA,12000000,2015,26000
Heaven Is for Real ,Color,Randall Wallace,Connor Corum,91443253,Biography|Drama,Jacob Vargas,http://www.imdb.com/title/tt1929263/?ref_=fn_tt_tt_1,English,USA,12000000,2014,23000
Snatch ,Color,Guy Ritchie,Brad Pitt,30093107,Comedy|Crime,Jason Statham,http://www.imdb.com/title/tt0208092/?ref_=fn_tt_tt_1,English,UK,6000000,2000,27000
Dancin' It's On ,Color,David Winters,Matt Marr,,Family|Musical,Gary Daniels,http://www.imdb.com/title/tt2598580/?ref_=fn_tt_tt_1,English,USA,12000000,2015,634
Pet Sematary ,Color,Mary Lambert,Fred Gwynne,57469179,Fantasy|Horror,Miko Hughes,http://www.imdb.com/title/tt0098084/?ref_=fn_tt_tt_1,English,USA,11500000,1989,0
Madadayo ,Color,Akira Kurosawa,Tetsu Watanabe,48856,Drama,Tatsuo Matsumura,http://www.imdb.com/title/tt0107474/?ref_=fn_tt_tt_1,Japanese,Japan,11900000,1993,355
The Cry of the Owl ,Color,Jamie Thraves,Caroline Dhavernas,,Drama|Thriller,Paddy Considine,http://www.imdb.com/title/tt1034302/?ref_=fn_tt_tt_1,English,UK,11500000,2009,443
A Tale of Three Cities ,Color,Mabel Cheung,Ching Wan Lau,,Drama,Wei Tang,http://www.imdb.com/title/tt3682770/?ref_=fn_tt_tt_1,Chinese,China,12000000,2015,4
Gremlins ,Color,Joe Dante,Harry Carey Jr.,148170000,Comedy|Fantasy|Horror,Phoebe Cates,http://www.imdb.com/title/tt0087363/?ref_=fn_tt_tt_1,English,USA,11000000,1984,14000
Star Wars: Episode IV - A New Hope ,Color,George Lucas,Peter Cushing,460935665,Action|Adventure|Fantasy|Sci-Fi,Harrison Ford,http://www.imdb.com/title/tt0076759/?ref_=fn_tt_tt_1,English,USA,11000000,1977,33000
Dirty Grandpa ,Color,Dan Mazer,Zoey Deutch,35537564,Comedy,Robert De Niro,http://www.imdb.com/title/tt1860213/?ref_=fn_tt_tt_1,English,USA,11500000,2016,11000
Doctor Zhivago ,Color,David Lean,Klaus Kinski,111722000,Drama|Romance|War,Julie Christie,http://www.imdb.com/title/tt0059113/?ref_=fn_tt_tt_1,English,USA,11000000,1965,7000
Trash ,Color,Stephen Daldry,Selton Mello,10230,Adventure|Crime|Drama|Mystery|Thriller,Wagner Moura,http://www.imdb.com/title/tt1921149/?ref_=fn_tt_tt_1,Portuguese,UK,,2014,0
High School Musical 3: Senior Year ,Color,Kenny Ortega,Matt Prokop,90556401,Comedy|Drama|Family|Music|Musical|Romance,Lucas Grabeel,http://www.imdb.com/title/tt0962726/?ref_=fn_tt_tt_1,English,USA,11000000,2008,0
The Fighter ,Color,David O. Russell,Jack McGee,93571803,Biography|Drama|Sport,Christian Bale,http://www.imdb.com/title/tt0964517/?ref_=fn_tt_tt_1,English,USA,25000000,2010,36000
Jackass Number Two ,Color,Jeff Tremaine,Steve-O,72755517,Action|Comedy|Documentary,Bam Margera,http://www.imdb.com/title/tt0493430/?ref_=fn_tt_tt_1,English,USA,,2006,641
My Cousin Vinny ,Color,Jonathan Lynn,Bruce McGill,52929168,Comedy|Crime,Fred Gwynne,http://www.imdb.com/title/tt0104952/?ref_=fn_tt_tt_1,English,USA,11000000,1992,7000
If I Stay ,Color,R.J. Cutler,Mireille Enos,50461335,Drama|Fantasy|Music|Romance,Chloë Grace Moretz,http://www.imdb.com/title/tt1355630/?ref_=fn_tt_tt_1,English,USA,11000000,2014,15000
Drive Hard ,Color,Brian Trenchard-Smith,Damien Garvey,,Action|Comedy|Crime,Zoe Ventoura,http://www.imdb.com/title/tt2968804/?ref_=fn_tt_tt_1,English,Canada,12000000,2014,774
Major League ,Color,David S. Ward,Tom Berenger,49797148,Comedy|Sport,Corbin Bernsen,http://www.imdb.com/title/tt0097815/?ref_=fn_tt_tt_1,English,USA,11000000,1989,0
St. Trinian's ,Color,Oliver Parker,Rupert Everett,,Comedy,Lily Cole,http://www.imdb.com/title/tt0964587/?ref_=fn_tt_tt_1,English,UK,13500000,2007,0
Phone Booth ,Color,Joel Schumacher,John Enos III,46563158,Crime|Thriller,Radha Mitchell,http://www.imdb.com/title/tt0183649/?ref_=fn_tt_tt_1,English,USA,13000000,2002,0
A Walk to Remember ,Color,Adam Shankman,Peter Coyote,41227069,Drama|Romance,Lauren German,http://www.imdb.com/title/tt0281358/?ref_=fn_tt_tt_1,English,USA,11000000,2002,19000
Dead Man Walking ,Color,Tim Robbins,Celia Weston,39025000,Crime|Drama,Lois Smith,http://www.imdb.com/title/tt0112818/?ref_=fn_tt_tt_1,English,UK,11000000,1995,0
Cruel Intentions ,Color,Roger Kumble,Sean Patrick Thomas,38201895,Drama|Romance,Sarah Michelle Gellar,http://www.imdb.com/title/tt0139134/?ref_=fn_tt_tt_1,English,USA,10500000,1999,0
Saw VI ,Color,Kevin Greutert,Shawnee Smith,27669413,Horror|Mystery,Costas Mandylor,http://www.imdb.com/title/tt1233227/?ref_=fn_tt_tt_1,English,Canada,11000000,2009,0
History of the World: Part I ,Color,Mel Brooks,Sid Caesar,,Comedy,Madeline Kahn,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,English,USA,11000000,1981,0
The Secret Life of Bees ,Color,Gina Prince-Bythewood,Alicia Keys,37766350,Drama,Nate Parker,http://www.imdb.com/title/tt0416212/?ref_=fn_tt_tt_1,English,USA,11000000,2008,0
Corky Romano ,Color,Rob Pritts,Vinessa Shaw,23978402,Comedy|Crime,Vincent Pastore,http://www.imdb.com/title/tt0250310/?ref_=fn_tt_tt_1,English,USA,11000000,2001,365
Raising Cain ,Color,Brian De Palma,Gabrielle Carteris,21370057,Crime|Drama|Thriller,Steven Bauer,http://www.imdb.com/title/tt0105217/?ref_=fn_tt_tt_1,English,USA,12000000,1992,541
F.I.S.T. ,Color,Norman Jewison,Peter Boyle,,Drama,Sylvester Stallone,http://www.imdb.com/title/tt0077531/?ref_=fn_tt_tt_1,English,USA,11000000,1978,745
Invaders from Mars ,Color,Tobe Hooper,Bud Cort,4884663,Horror|Sci-Fi,Louise Fletcher,http://www.imdb.com/title/tt0091276/?ref_=fn_tt_tt_1,English,USA,12000000,1986,902
Brooklyn ,Color,John Crowley,Fiona Glascott,38317535,Drama|Romance,Julie Walters,http://www.imdb.com/title/tt2381111/?ref_=fn_tt_tt_1,English,UK,11000000,2015,36000
Barry Lyndon ,Color,Stanley Kubrick,Steven Berkoff,,Adventure|Drama|History|War,Ryan O'Neal,http://www.imdb.com/title/tt0072684/?ref_=fn_tt_tt_1,English,UK,11000000,1975,0
Out Cold ,Color,Brendan Malloy,Jason London,13903262,Comedy|Sport,Lee Majors,http://www.imdb.com/title/tt0253798/?ref_=fn_tt_tt_1,English,USA,11000000,2001,0
The Ladies Man ,Color,Reginald Hudlin,John Witherspoon,13592872,Comedy,Will Ferrell,http://www.imdb.com/title/tt0213790/?ref_=fn_tt_tt_1,English,USA,11000000,2000,671
Quartet ,Color,Dustin Hoffman,Sheridan Smith,18381787,Comedy|Drama,Luke Newberry,http://www.imdb.com/title/tt1441951/?ref_=fn_tt_tt_1,English,UK,11000000,2012,13000
Tomcats ,Color,Gregory Poirier,Jake Busey,13558739,Comedy,Shannon Elizabeth,http://www.imdb.com/title/tt0246989/?ref_=fn_tt_tt_1,English,USA,11000000,2001,449
Frailty ,Color,Bill Paxton,Powers Boothe,13103828,Crime|Drama|Thriller,Matthew McConaughey,http://www.imdb.com/title/tt0264616/?ref_=fn_tt_tt_1,English,USA,11000000,2001,5000
Woman in Gold ,Color,Simon Curtis,Frances Fisher,33305037,Biography|Drama|History,Ryan Reynolds,http://www.imdb.com/title/tt2404425/?ref_=fn_tt_tt_1,English,UK,11000000,2015,34000
Kinsey , Black and White,Bill Condon,Oliver Platt,10214647,Biography|Drama,Liam Neeson,http://www.imdb.com/title/tt0362269/?ref_=fn_tt_tt_1,English,USA,11000000,2004,0
Army of Darkness ,Color,Sam Raimi,Bridget Fonda,11501093,Comedy|Fantasy|Horror,Patricia Tallman,http://www.imdb.com/title/tt0106308/?ref_=fn_tt_tt_1,English,USA,13000000,1992,10000
Slackers ,Color,Dewey Nicks,Gedde Watanabe,4814244,Comedy|Romance,Jaime King,http://www.imdb.com/title/tt0240900/?ref_=fn_tt_tt_1,English,Canada,11000000,2002,405
What's Eating Gilbert Grape ,Color,Lasse Hallström,Leonardo DiCaprio,9170214,Drama|Romance,Johnny Depp,http://www.imdb.com/title/tt0108550/?ref_=fn_tt_tt_1,English,USA,11000000,1993,14000
The Visual Bible: The Gospel of John ,Color,Philip Saville,Alan Van Sprang,4068087,Biography|Drama|History,Henry Ian Cusick,http://www.imdb.com/title/tt0377992/?ref_=fn_tt_tt_1,English,Canada,17000000,2003,0
Vera Drake ,Color,Mike Leigh,Sally Hawkins,3753806,Crime|Drama,Eddie Marsan,http://www.imdb.com/title/tt0383694/?ref_=fn_tt_tt_1,English,UK,11000000,2004,0
The Guru ,Color,Daisy von Scherler Mayer,Dash Mihok,3034181,Comedy|Music|Romance,Michael McKean,http://www.imdb.com/title/tt0280720/?ref_=fn_tt_tt_1,English,UK,11000000,2002,550
The Perez Family ,Color,Mira Nair,Chazz Palminteri,2832826,Comedy|Drama|Romance,Anjelica Huston,http://www.imdb.com/title/tt0114113/?ref_=fn_tt_tt_1,English,USA,11000000,1995,174
Inside Llewyn Davis ,Color,Ethan Coen,Max Casella,13214255,Drama|Music,Justin Timberlake,http://www.imdb.com/title/tt2042568/?ref_=fn_tt_tt_1,English,USA,11000000,2013,26000
O ,Color,Tim Blake Nelson,Andrew Keegan,16017403,Drama|Romance|Thriller,Mekhi Phifer,http://www.imdb.com/title/tt0184791/?ref_=fn_tt_tt_1,English,USA,5000000,2001,0
Return to the Blue Lagoon ,Color,William A. Graham,Wayne Pygram,2807854,Adventure|Drama|Romance,Milla Jovovich,http://www.imdb.com/title/tt0102782/?ref_=fn_tt_tt_1,English,USA,11000000,1991,967
The Molly Maguires ,Color,Martin Ritt,Anthony Zerbe,,Drama|History,Frank Finlay,http://www.imdb.com/title/tt0066090/?ref_=fn_tt_tt_1,English,USA,11000000,1970,608
Romance & Cigarettes ,Color,John Turturro,Steve Buscemi,540085,Comedy|Musical|Romance,Kate Winslet,http://www.imdb.com/title/tt0368222/?ref_=fn_tt_tt_1,English,USA,,2005,0
Copying Beethoven ,Color,Agnieszka Holland,David Kennedy,352786,Biography|Drama|Music,Phyllida Law,http://www.imdb.com/title/tt0424908/?ref_=fn_tt_tt_1,English,USA,11000000,2006,0
Poltergeist ,Color,Tobe Hooper,Zelda Rubinstein,76600000,Fantasy|Horror,Heather O'Rourke,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1,English,USA,10700000,1982,11000
Brighton Rock ,Color,Rowan Joffe,Sean Harris,,Crime|Drama|Thriller,Sam Riley,http://www.imdb.com/title/tt1233192/?ref_=fn_tt_tt_1,English,UK,12000000,2010,0
Saw V ,Color,David Hackl,Costas Mandylor,56729973,Horror|Mystery,Julie Benz,http://www.imdb.com/title/tt1132626/?ref_=fn_tt_tt_1,English,USA,10800000,2008,0
Machine Gun McCain ,Color,Giuliano Montaldo,Gena Rowlands,,Crime|Drama|Thriller,John Cassavetes,http://www.imdb.com/title/tt0065895/?ref_=fn_tt_tt_1,English,Italy,,1969,85
LOL ,Color,Lisa Azuelos,Lina Esco,,Comedy|Drama|Romance,Nora Dunn,http://www.imdb.com/title/tt1592873/?ref_=fn_tt_tt_1,English,USA,11000000,2012,18000
Jindabyne ,Color,Ray Lawrence,Deborra-Lee Furness,399879,Crime|Drama|Mystery|Thriller,John Howard,http://www.imdb.com/title/tt0382765/?ref_=fn_tt_tt_1,English,Australia,15000000,2006,302
Kabhi Alvida Naa Kehna ,Color,Karan Johar,John Abraham,3275443,Drama,Shah Rukh Khan,http://www.imdb.com/title/tt0449999/?ref_=fn_tt_tt_1,Hindi,India,700000000,2006,659
An Ideal Husband ,Color,Oliver Parker,Rupert Everett,18535191,Comedy|Romance,Minnie Driver,http://www.imdb.com/title/tt0122541/?ref_=fn_tt_tt_1,English,UK,14000000,1999,646
The Last Days on Mars ,Color,Ruairi Robinson,Olivia Williams,23838,Horror|Sci-Fi|Thriller,Romola Garai,http://www.imdb.com/title/tt1709143/?ref_=fn_tt_tt_1,English,UK,7000000,2013,0
Darkness ,Color,Jaume Balagueró,Giancarlo Giannini,22160085,Horror,Lena Olin,http://www.imdb.com/title/tt0273517/?ref_=fn_tt_tt_1,English,USA,10600000,2002,1000
2001: A Space Odyssey ,Color,Stanley Kubrick,Gary Lockwood,56715371,Adventure|Mystery|Sci-Fi,Keir Dullea,http://www.imdb.com/title/tt0062622/?ref_=fn_tt_tt_1,English,UK,12000000,1968,24000
E.T. the Extra-Terrestrial ,Color,Steven Spielberg,Dee Wallace,434949459,Family|Sci-Fi,Henry Thomas,http://www.imdb.com/title/tt0083866/?ref_=fn_tt_tt_1,English,USA,10500000,1982,34000
In the Land of Women ,Color,Jon Kasdan,Elena Anaya,11043445,Comedy|Drama|Romance,Kristen Stewart,http://www.imdb.com/title/tt0419843/?ref_=fn_tt_tt_1,English,USA,10000000,2007,1000
The Blue Butterfly ,Color,Léa Pool,Marc Donato,,Adventure|Drama,William Hurt,http://www.imdb.com/title/tt0313300/?ref_=fn_tt_tt_1,English,Canada,12500000,2004,392
There Goes My Baby ,Color,Floyd Mutrux,Kelli Williams,125169,Comedy|Drama,Ricky Schroder,http://www.imdb.com/title/tt0108320/?ref_=fn_tt_tt_1,English,USA,10500000,1994,119
Lovesick             ,Color,,Johnny Flynn,,Comedy,Antonia Thomas,http://www.imdb.com/title/tt4051832/?ref_=fn_tt_tt_1,English,UK,,,0
Housefull ,Color,Sajid Khan,Boman Irani,1165104,Comedy,Arjun Rampal,http://www.imdb.com/title/tt1573072/?ref_=fn_tt_tt_1,Hindi,India,,2010,250
September Dawn ,Color,Christopher Cain,Taylor Handley,1066555,Drama|History|Romance|Western,Jon Gries,http://www.imdb.com/title/tt0473700/?ref_=fn_tt_tt_1,,USA,11000000,2007,411
For Greater Glory: The True Story of Cristiada ,Color,Dean Wright,Eduardo Verástegui,5669081,Drama|History|War,Santiago Cabrera,http://www.imdb.com/title/tt1566501/?ref_=fn_tt_tt_1,Spanish,Mexico,10818775,2012,0
La Famille Bélier ,Color,Eric Lartigau,Eric Elmosnino,,Comedy|Drama|Music,Karin Viard,http://www.imdb.com/title/tt3547740/?ref_=fn_tt_tt_1,French,France,11000000,2014,0
Good Will Hunting ,Color,Gus Van Sant,Matt Damon,138339411,Drama,Robin Williams,http://www.imdb.com/title/tt0119217/?ref_=fn_tt_tt_1,English,USA,10000000,1997,31000
Misconduct ,Color,Shintaro Shimosawa,Anthony Hopkins,,Drama|Thriller,Al Pacino,http://www.imdb.com/title/tt3658772/?ref_=fn_tt_tt_1,English,USA,11000000,2016,0
Saw III ,Color,Darren Lynn Bousman,Shawnee Smith,80150343,Horror|Mystery,Costas Mandylor,http://www.imdb.com/title/tt0489270/?ref_=fn_tt_tt_1,English,USA,10000000,2006,0
Stripes ,Color,Ivan Reitman,Harold Ramis,85300000,Action|Comedy|War,Bill Murray,http://www.imdb.com/title/tt0083131/?ref_=fn_tt_tt_1,English,USA,10000000,1981,0
Bring It On ,Color,Peyton Reed,Lindsay Sloane,68353550,Comedy|Sport,Kirsten Dunst,http://www.imdb.com/title/tt0204946/?ref_=fn_tt_tt_1,English,USA,10000000,2000,0
The Purge: Election Year ,Color,James DeMonaco,Joseph Julian Soria,78845130,Action|Horror|Sci-Fi|Thriller,Frank Grillo,http://www.imdb.com/title/tt4094724/?ref_=fn_tt_tt_1,English,France,10000000,2016,0
She's All That ,Color,Robert Iscove,Clea DuVall,63319509,Comedy|Romance,Paul Walker,http://www.imdb.com/title/tt0160862/?ref_=fn_tt_tt_1,English,USA,10000000,1999,0
Precious ,Color,Lee Daniels,Gabourey Sidibe,47536959,Drama,Mo'Nique,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,English,USA,10000000,2009,12000
Saw IV ,Color,Darren Lynn Bousman,Shawnee Smith,63270259,Horror|Mystery,Costas Mandylor,http://www.imdb.com/title/tt0890870/?ref_=fn_tt_tt_1,English,USA,10000000,2007,0
White Noise ,Color,Geoffrey Sax,Keegan Connor Tracy,55865715,Drama|Horror|Mystery|Thriller,Deborah Kara Unger,http://www.imdb.com/title/tt0375210/?ref_=fn_tt_tt_1,English,UK,10000000,2005,0
Madea's Family Reunion ,Color,Tyler Perry,Cicely Tyson,63231524,Comedy|Drama|Romance,Boris Kodjoe,http://www.imdb.com/title/tt0455612/?ref_=fn_tt_tt_1,English,USA,6000000,2006,676
The Color of Money ,Color,Martin Scorsese,Bill Cobbs,52293982,Drama|Sport,Tom Cruise,http://www.imdb.com/title/tt0090863/?ref_=fn_tt_tt_1,English,USA,13800000,1986,0
The Longest Day , Black and White,Ken Annakin,Richard Beymer,,Action|Drama|History|War,Richard Burton,http://www.imdb.com/title/tt0056197/?ref_=fn_tt_tt_1,English,USA,10000000,1962,0
The Mighty Ducks ,Color,Stephen Herek,Shaun Weiss,50752337,Comedy|Drama|Family|Sport,Lane Smith,http://www.imdb.com/title/tt0104868/?ref_=fn_tt_tt_1,English,USA,10000000,1992,0
The Grudge ,Color,Takashi Shimizu,Clea DuVall,110175871,Horror|Mystery|Thriller,Sarah Michelle Gellar,http://www.imdb.com/title/tt0391198/?ref_=fn_tt_tt_1,English,USA,10000000,2004,4000
Happy Gilmore ,Color,Dennis Dugan,Kevin Nealon,38624000,Comedy|Sport,Adam Sandler,http://www.imdb.com/title/tt0116483/?ref_=fn_tt_tt_1,English,USA,12000000,1996,0
Jeepers Creepers ,Color,Victor Salva,Patricia Belcher,37470017,Horror|Mystery,Eileen Brennan,http://www.imdb.com/title/tt0263488/?ref_=fn_tt_tt_1,English,Germany,10000000,2001,0
Bill & Ted's Excellent Adventure ,Color,Stephen Herek,George Carlin,40485039,Adventure|Comedy|Music|Sci-Fi,Keanu Reeves,http://www.imdb.com/title/tt0096928/?ref_=fn_tt_tt_1,English,USA,10000000,1989,0
Oliver! ,Color,Carol Reed,Ron Moody,16800000,Drama|Family|Musical,Oliver Reed,http://www.imdb.com/title/tt0063385/?ref_=fn_tt_tt_1,English,UK,10000000,1968,0
The Best Exotic Marigold Hotel ,Color,John Madden,Penelope Wilton,46377022,Comedy|Drama,Tom Wilkinson,http://www.imdb.com/title/tt1412386/?ref_=fn_tt_tt_1,English,UK,10000000,2011,48000
Recess: School's Out ,Color,Chuck Sheetz,Andrew Lawrence,36696761,Animation|Comedy|Family|Mystery|Sci-Fi,Diedrich Bader,http://www.imdb.com/title/tt0265632/?ref_=fn_tt_tt_1,English,USA,23000000,2001,227
Mad Max Beyond Thunderdome ,Color,George Miller,Bruce Spence,36200000,Action|Adventure|Sci-Fi|Thriller,Tina Turner,http://www.imdb.com/title/tt0089530/?ref_=fn_tt_tt_1,English,Australia,12305523,1985,0
Commando ,Color,Mark L. Lester,Vernon Wells,,Action|Adventure|Thriller,Bill Duke,http://www.imdb.com/title/tt0088944/?ref_=fn_tt_tt_1,English,USA,10000000,1985,0
The Boy ,Color,William Brent Bell,Rupert Evans,35794166,Horror|Mystery|Thriller,Lauren Cohan,http://www.imdb.com/title/tt3882082/?ref_=fn_tt_tt_1,English,USA,10000000,2016,20000
Devil ,Color,John Erick Dowdle,Bokeem Woodbine,33583175,Horror|Mystery|Thriller,Bojana Novakovic,http://www.imdb.com/title/tt1314655/?ref_=fn_tt_tt_1,English,USA,10000000,2010,16000
Friday After Next ,Color,Marcus Raboy,Mike Epps,32983713,Comedy|Drama,John Witherspoon,http://www.imdb.com/title/tt0293815/?ref_=fn_tt_tt_1,English,USA,20000000,2002,981
Insidious: Chapter 3 ,Color,Leigh Whannell,Hayley Kiyoko,52200504,Fantasy|Horror|Thriller,Lin Shaye,http://www.imdb.com/title/tt3195644/?ref_=fn_tt_tt_1,English,Canada,10000000,2015,29000
The Last Dragon ,Color,Michael Schultz,Vanity,33000000,Action|Comedy|Drama|Music,Mike Starr,http://www.imdb.com/title/tt0089461/?ref_=fn_tt_tt_1,English,USA,10000000,1985,0
Snatch ,Color,Guy Ritchie,Brad Pitt,30093107,Comedy|Crime,Jason Statham,http://www.imdb.com/title/tt0208092/?ref_=fn_tt_tt_1,English,UK,6000000,2000,27000
The Lawnmower Man ,Color,Brett Leonard,Austin O'Brien,32101000,Horror|Sci-Fi,Jeff Fahey,http://www.imdb.com/title/tt0104692/?ref_=fn_tt_tt_1,English,UK,10000000,1992,0
Nick and Norah's Infinite Playlist ,Color,Peter Sollett,Alexis Dziena,31487293,Comedy|Drama|Music|Romance,Ari Graynor,http://www.imdb.com/title/tt0981227/?ref_=fn_tt_tt_1,English,USA,9000000,2008,0
Dogma ,Color,Kevin Smith,Janeane Garofalo,30651422,Adventure|Comedy|Drama|Fantasy,Matt Damon,http://www.imdb.com/title/tt0120655/?ref_=fn_tt_tt_1,English,USA,10000000,1999,10000
The Banger Sisters ,Color,Bob Dolman,Eva Amurri Martino,30306281,Comedy|Drama,Erika Christensen,http://www.imdb.com/title/tt0280460/?ref_=fn_tt_tt_1,English,USA,10000000,2002,744
Twilight Zone: The Movie ,Color,Joe Dante,Al Leong,29500000,Fantasy|Horror|Sci-Fi,Albert Brooks,http://www.imdb.com/title/tt0086491/?ref_=fn_tt_tt_1,English,USA,10000000,1983,0
Road House ,Color,Rowdy Herrington,Kevin Tighe,30050028,Action|Thriller,Ben Gazzara,http://www.imdb.com/title/tt0098206/?ref_=fn_tt_tt_1,English,USA,17000000,1989,0
A Low Down Dirty Shame ,Color,Keenen Ivory Wayans,Salli Richardson-Whitfield,29392418,Action|Comedy|Crime,Jada Pinkett Smith,http://www.imdb.com/title/tt0110399/?ref_=fn_tt_tt_1,English,USA,10000000,1994,368
Swimfan ,Color,John Polson,Shiri Appleby,28563926,Drama|Thriller,Erika Christensen,http://www.imdb.com/title/tt0283026/?ref_=fn_tt_tt_1,English,USA,8500000,2002,720
Employee of the Month ,Color,Greg Coolidge,Danny Woodburn,28435406,Comedy|Romance,Dane Cook,http://www.imdb.com/title/tt0424993/?ref_=fn_tt_tt_1,English,USA,12000000,2006,0
Can't Hardly Wait ,Color,Harry Elfont,Lauren Ambrose,25339117,Comedy|Romance,Ethan Embry,http://www.imdb.com/title/tt0127723/?ref_=fn_tt_tt_1,English,USA,10000000,1998,0
The Outsiders ,Color,Francis Ford Coppola,William Smith,25600000,Crime|Drama,Tom Cruise,http://www.imdb.com/title/tt0086066/?ref_=fn_tt_tt_1,English,USA,10000000,1983,10000
Pete's Dragon ,Color,David Lowery,Oona Laurence,,Adventure|Family|Fantasy,Bryce Dallas Howard,http://www.imdb.com/title/tt2788732/?ref_=fn_tt_tt_1,English,USA,65000000,2016,21000
The Dead Zone ,Color,David Cronenberg,Herbert Lom,,Horror|Sci-Fi|Thriller,Tom Skerritt,http://www.imdb.com/title/tt0085407/?ref_=fn_tt_tt_1,English,USA,10000000,1983,0
Sinister 2 ,Color,Ciarán Foy,James Ransone,27736779,Horror|Mystery|Thriller,Laila Haley,http://www.imdb.com/title/tt2752772/?ref_=fn_tt_tt_1,English,USA,10000000,2015,13000
Sparkle ,Color,Salim Akil,Curtis Armstrong,24397469,Drama|Music,Omari Hardwick,http://www.imdb.com/title/tt1876451/?ref_=fn_tt_tt_1,English,USA,17000000,2012,0
Valentine ,Color,Jamie Blanks,Jessica Capshaw,20384136,Horror|Mystery|Thriller,Marley Shelton,http://www.imdb.com/title/tt0242998/?ref_=fn_tt_tt_1,English,USA,10000000,2001,0
The Fourth Kind ,Color,Olatunde Osunsanmi,Will Patton,25464480,Mystery|Sci-Fi|Thriller,Milla Jovovich,http://www.imdb.com/title/tt1220198/?ref_=fn_tt_tt_1,English,USA,10000000,2009,15000
A Prairie Home Companion ,Color,Robert Altman,Virginia Madsen,20338609,Comedy|Drama|Music,Meryl Streep,http://www.imdb.com/title/tt0420087/?ref_=fn_tt_tt_1,English,USA,10000000,2006,683
Sugar Hill , Black and White,Leon Ichaso,Clarence Williams III,18272447,Drama|Thriller,Khandi Alexander,http://www.imdb.com/title/tt0107079/?ref_=fn_tt_tt_1,English,USA,10000000,1993,331
Invasion U.S.A. ,Color,Joseph Zito,Richard Lynch,,Action|Thriller,Billy Drago,http://www.imdb.com/title/tt0089348/?ref_=fn_tt_tt_1,English,USA,10000000,1985,0
Roll Bounce ,Color,Malcolm D. Lee,Brandon T. Jackson,17378977,Comedy|Drama|Music|Romance,Jurnee Smollett-Bell,http://www.imdb.com/title/tt0403455/?ref_=fn_tt_tt_1,English,USA,,2005,997
Rushmore ,Color,Wes Anderson,Connie Nielsen,17096053,Comedy|Drama,Bill Murray,http://www.imdb.com/title/tt0128445/?ref_=fn_tt_tt_1,English,USA,9000000,1998,5000
Skyline ,Color,Colin Strause,Donald Faison,21371425,Action|Sci-Fi|Thriller,David Zayas,http://www.imdb.com/title/tt1564585/?ref_=fn_tt_tt_1,English,USA,10000000,2010,13000
The Second Best Exotic Marigold Hotel ,Color,John Madden,Celia Imrie,33071558,Comedy|Drama,Tina Desai,http://www.imdb.com/title/tt2555736/?ref_=fn_tt_tt_1,English,UK,10000000,2015,21000
Kit Kittredge: An American Girl ,Color,Patricia Rozema,Jane Krakowski,17655201,Drama|Family,Julia Ormond,http://www.imdb.com/title/tt0846308/?ref_=fn_tt_tt_1,English,USA,10000000,2008,851
The Perfect Man ,Color,Mark Rosman,Chris Noth,16247775,Comedy|Family|Romance,Ben Feldman,http://www.imdb.com/title/tt0380623/?ref_=fn_tt_tt_1,English,USA,25000000,2005,767
Mo' Better Blues ,Color,Spike Lee,Nicholas Turturro,16153600,Drama|Music|Romance,Denzel Washington,http://www.imdb.com/title/tt0100168/?ref_=fn_tt_tt_1,English,USA,10000000,1990,720
Kung Pow: Enter the Fist ,Color,Steve Oedekerk,Simon Rhee,16033556,Action|Comedy,Steve Oedekerk,http://www.imdb.com/title/tt0240468/?ref_=fn_tt_tt_1,English,USA,10000000,2002,0
Tremors ,Color,Ron Underwood,Ariana Richards,16667084,Comedy|Horror|Sci-Fi,Reba McEntire,http://www.imdb.com/title/tt0100814/?ref_=fn_tt_tt_1,English,USA,11000000,1990,11000
Wrong Turn ,Color,Rob Schmidt,Lindy Booth,15417771,Horror|Thriller,Kevin Zegers,http://www.imdb.com/title/tt0295700/?ref_=fn_tt_tt_1,English,USA,12600000,2003,0
The Long Riders ,Color,Walter Hill,David Carradine,,Western,Dennis Quaid,http://www.imdb.com/title/tt0081071/?ref_=fn_tt_tt_1,English,USA,10000000,1980,680
